"","Observador","Porcentaje","Sesion"
"820","mdn",100,"Sesion 6"
"821","mdn",100,"Sesion 6"
"822","mdn",75,"Sesion 6"
"823","mdn",100,"Sesion 6"
"824","mdn",100,"Sesion 6"
"825","mdn",100,"Sesion 6"
"826","mdn",100,"Sesion 6"
"827","mdn",100,"Sesion 6"
"828","mdn",100,"Sesion 6"
"829","mdn",100,"Sesion 6"
"830","mdn",100,"Sesion 6"
"831","mdn",100,"Sesion 6"
"832","mdn",100,"Sesion 6"
"833","mdn",100,"Sesion 6"
"834","mdn",100,"Sesion 6"
"835","mdn",100,"Sesion 6"
"836","mdn",100,"Sesion 6"
"837","mdn",100,"Sesion 6"
"838","mdn",100,"Sesion 6"
"839","mdn",100,"Sesion 6"
"840","mdn",100,"Sesion 6"
"841","mdn",100,"Sesion 6"
"842","mdn",100,"Sesion 6"
"843","mdn",100,"Sesion 6"
"844","mdn",100,"Sesion 6"
"845","mdn",100,"Sesion 6"
"846","mdn",100,"Sesion 6"
"847","mdn",100,"Sesion 6"
"848","mdn",100,"Sesion 6"
"849","mdn",100,"Sesion 6"
"850","mdn",100,"Sesion 6"
"851","mdn",100,"Sesion 6"
"852","mdn",100,"Sesion 6"
"853","mdn",100,"Sesion 6"
"854","mdn",100,"Sesion 6"
"855","mdn",100,"Sesion 6"
"856","mdn",100,"Sesion 6"
"857","mdn",100,"Sesion 6"
"858","mdn",100,"Sesion 6"
"859","mdn",100,"Sesion 6"
"860","mdn",100,"Sesion 6"
"861","mdn",100,"Sesion 6"
"862","mdn",100,"Sesion 6"
"863","mdn",100,"Sesion 6"
"864","mdn",100,"Sesion 6"
"865","mdn",100,"Sesion 6"
"866","mdn",100,"Sesion 6"
"867","mdn",100,"Sesion 6"
"868","mdn",100,"Sesion 6"
"869","mdn",100,"Sesion 6"
"870","mdn",75,"Sesion 6"
"871","mdn",100,"Sesion 6"
"872","mdn",100,"Sesion 6"
"873","mdn",100,"Sesion 6"
"874","mdn",100,"Sesion 6"
"875","mdn",100,"Sesion 6"
"876","mdn",100,"Sesion 6"
"877","mdn",75,"Sesion 6"
"878","mdn",100,"Sesion 6"
"879","mdn",100,"Sesion 6"
"880","mdn",100,"Sesion 6"
"881","mdn",100,"Sesion 6"
"882","mdn",100,"Sesion 6"
"883","mdn",100,"Sesion 6"
"884","mdn",100,"Sesion 6"
"885","mdn",100,"Sesion 6"
"886","mdn",100,"Sesion 6"
"887","mdn",100,"Sesion 6"
"888","mdn",100,"Sesion 6"
"889","mdn",100,"Sesion 6"
"890","mdn",100,"Sesion 6"
"891","mdn",100,"Sesion 6"
"892","mdn",75,"Sesion 6"
"893","mdn",100,"Sesion 6"
"894","mdn",100,"Sesion 6"
"895","mdn",100,"Sesion 6"
"896","mdn",100,"Sesion 6"
"897","mdn",100,"Sesion 6"
"898","mdn",100,"Sesion 6"
"899","mdn",100,"Sesion 6"
"900","mdn",100,"Sesion 6"
