"","Cantidad_TGC_1","Cantidad_TGC_2","Respuesta_A","Respuesta_B","Direccion","Separacion","correctas_A","correctas_B","correctas"
"1","1","0","1","1","90",11,1,0,0
"2","2","1","3","2","45",20,0,0,0
"3","0","1","3","2","0",14,0,0,0
"4","1","1","2","1","45",8,0,1,0
"5","1","1","2","2","135",11,0,0,0
"6","0","1","1","2","0",17,0,0,0
"7","1","2","2","2","135",11,0,1,0
"8","0","1","2","2","135",5,0,0,0
"9","1","1","2","3","45",14,0,0,0
"10","1","1","1","2","0",5,1,0,0
"11","1","1","0","1","90",17,0,1,0
"12","1","0","2","2","90",5,0,0,0
"13","0","2","2","2","45",20,0,1,0
"14","1","0","2","2","135",14,0,0,0
"15","1","0","2","2","135",5,0,0,0
"16","0","2","2","2","0",17,0,1,0
"17","1","2","2","1","45",8,0,0,0
"18","1","0","0","2","0",20,0,0,0
"19","2","0","0","0","135",5,0,1,0
"20","2","1","2","2","90",11,1,0,0
"21","0","0","0","0","45",8,1,1,1
"22","0","1","1","1","90",17,0,1,0
"23","1","2","1","1","45",20,1,0,0
"24","1","2","1","2","90",8,1,1,1
"25","1","1","2","1","135",17,0,1,0
"26","0","1","1","1","90",20,0,1,0
"27","1","1","0","1","0",14,0,1,0
"28","0","0","1","0","0",3,0,1,0
"29","1","1","2","1","45",14,0,1,0
"30","0","1","1","1","90",5,0,1,0
"31","3","1","2","2","45",14,0,0,0
"32","0","0","2","2","0",14,0,0,0
"33","1","1","1","2","135",17,1,0,0
"34","0","2","0","2","0",14,1,1,1
"35","1","0","1","0","90",8,1,1,1
"36","3","0","1","0","135",3,0,1,0
"37","1","2","1","0","135",17,1,0,0
"38","1","2","1","1","135",14,1,0,0
"39","1","1","0","0","90",20,0,0,0
"40","1","2","1","1","135",11,1,0,0
"41","1","1","1","1","90",8,1,1,1
"42","1","0","1","0","135",5,1,1,1
"43","1","0","1","0","45",14,1,1,1
"44","2","1","1","2","135",8,0,0,0
"45","2","1","1","1","135",14,0,1,0
"46","0","1","0","1","0",20,1,1,1
"47","1","2","1","2","135",11,1,1,1
"48","0","1","1","0","135",8,0,0,0
"49","0","2","0","2","135",17,1,1,1
"50","1","1","0","1","90",20,0,1,0
"51","1","1","1","1","0",3,1,1,1
"52","0","0","1","0","45",11,0,1,0
"53","1","1","1","1","90",3,1,1,1
"54","1","2","1","1","90",5,1,0,0
"55","3","0","2","0","0",3,0,1,0
"56","1","1","1","1","45",5,1,1,1
"57","1","0","1","1","0",14,1,0,0
"58","0","2","1","1","90",11,0,0,0
"59","0","1","0","1","135",11,1,1,1
"60","1","1","1","1","135",20,1,1,1
"61","2","0","1","0","45",5,0,1,0
"62","1","0","1","1","45",11,1,0,0
"63","2","0","0","1","0",17,0,0,0
"64","3","2","1","1","0",14,0,0,0
"65","0","2","0","2","90",3,1,1,1
"66","1","1","0","2","45",5,0,0,0
"67","2","1","2","1","0",8,1,1,1
"68","2","1","1","1","135",8,0,1,0
"69","3","1","2","1","0",17,0,1,0
"70","1","0","1","0","135",3,1,1,1
"71","1","2","0","1","135",20,0,0,0
"72","1","0","0","2","0",20,0,0,0
"73","0","1","0","1","135",11,1,1,1
"74","2","0","1","0","90",3,0,1,0
"75","1","1","0","1","90",3,0,1,0
"76","1","0","1","2","135",20,1,0,0
"77","2","3","2","2","0",20,1,0,0
"78","1","0","1","0","90",8,1,1,1
"79","1","1","1","2","0",20,1,0,0
"80","1","1","0","1","45",5,0,1,0
"81","1","0","1","0","45",5,1,1,1
"82","1","2","0","2","90",14,0,1,0
"83","0","1","0","1","0",20,1,1,1
"84","0","2","0","0","90",17,1,0,0
"85","2","3","2","2","135",11,1,0,0
"86","2","0","2","0","45",5,1,1,1
"87","3","2","1","2","90",5,0,1,0
"88","0","2","0","1","45",17,1,0,0
"89","2","1","1","1","45",20,0,1,0
"90","1","1","1","0","135",17,1,0,0
"91","1","2","1","1","45",11,1,0,0
"92","2","0","1","1","45",14,0,0,0
"93","2","1","1","1","0",8,0,1,0
"94","2","2","1","1","0",11,0,0,0
"95","1","0","1","0","45",3,1,1,1
"96","1","2","2","2","135",17,0,1,0
"97","2","1","1","2","45",3,0,0,0
"98","1","0","2","0","90",5,0,1,0
"99","1","2","1","2","45",11,1,1,1
"100","0","1","1","1","90",5,0,1,0
"101","0","1","0","2","0",14,1,0,0
"102","0","1","1","2","90",17,0,0,0
"103","1","1","1","2","45",11,1,0,0
"104","1","2","0","2","90",11,0,1,0
"105","1","0","1","0","45",8,1,1,1
"106","0","1","0","1","0",8,1,1,1
"107","1","1","0","1","135",11,0,1,0
"108","2","1","2","1","135",5,1,1,1
"109","2","0","2","0","0",11,1,1,1
"110","0","0","1","0","90",11,0,1,0
"111","2","1","1","1","45",3,0,1,0
"112","0","1","0","0","45",14,1,0,0
"113","1","1","1","1","45",5,1,1,1
"114","2","2","1","2","90",3,0,1,0
"115","0","1","0","1","135",3,1,1,1
"116","0","1","0","1","0",5,1,1,1
"117","1","3","0","3","45",3,0,1,0
"118","1","1","1","1","135",5,1,1,1
"119","2","0","1","1","0",11,0,0,0
"120","3","3","1","1","90",14,0,0,0
"121","1","0","0","1","0",17,0,0,0
"122","1","1","2","1","135",17,0,1,0
"123","0","0","1","0","90",8,0,1,0
"124","1","3","1","1","90",14,1,0,0
"125","0","3","2","1","90",20,0,0,0
"126","2","0","0","1","45",17,0,0,0
"127","2","2","2","1","0",11,1,0,0
"128","1","1","0","0","45",17,0,0,0
"129","1","1","1","1","45",8,1,1,1
"130","2","1","1","1","45",5,0,1,0
"131","1","1","0","1","135",5,0,1,0
"132","0","0","0","1","45",14,1,0,0
"133","1","2","1","0","45",17,1,0,0
"134","0","3","0","1","135",14,1,0,0
"135","2","1","2","1","0",8,1,1,1
"136","2","1","1","2","135",8,0,0,0
"137","0","0","1","0","45",5,0,1,0
"138","3","0","1","0","135",3,0,1,0
"139","2","1","1","1","90",20,0,1,0
"140","1","1","0","1","0",5,0,1,0
"141","2","1","1","1","90",5,0,1,0
"142","0","1","1","1","90",5,0,1,0
"143","1","0","1","0","90",11,1,1,1
"144","0","2","1","0","135",20,0,0,0
"145","1","1","1","1","0",5,1,1,1
"146","1","1","1","1","135",3,1,1,1
"147","0","1","1","1","45",8,0,1,0
"148","0","0","0","2","0",20,1,0,0
"149","2","1","1","1","90",14,0,1,0
"150","1","1","1","0","135",14,1,0,0
"151","2","1","0","1","90",11,0,1,0
"152","2","2","1","2","90",3,0,1,0
"153","1","0","1","0","90",14,1,1,1
"154","1","1","1","1","135",14,1,1,1
"155","2","1","1","1","135",11,0,1,0
"156","0","0","1","0","45",3,0,1,0
"157","1","1","0","1","45",11,0,1,0
"158","1","3","1","2","0",8,1,0,0
"159","0","1","0","1","135",8,1,1,1
"160","1","1","1","1","135",11,1,1,1
"161","0","3","0","1","135",8,1,0,0
"162","2","0","1","0","45",3,0,1,0
"163","2","2","1","2","0",3,0,1,0
"164","2","1","1","0","90",20,0,0,0
"165","3","2","1","2","90",20,0,1,0
"166","1","0","1","0","135",11,1,1,1
"167","0","1","0","1","45",3,1,1,1
"168","2","0","1","0","90",11,0,1,0
"169","1","2","0","2","90",3,0,1,0
"170","2","0","2","0","0",3,1,1,1
"171","0","1","2","0","135",11,0,0,0
"172","1","1","1","1","90",5,1,1,1
"173","0","1","0","1","90",14,1,1,1
"174","2","1","1","1","90",11,0,1,0
"175","0","0","1","0","135",8,0,1,0
"176","1","2","0","2","0",3,0,1,0
"177","2","0","1","0","45",14,0,1,0
"178","3","0","1","0","135",11,0,1,0
"179","0","1","1","0","135",14,0,0,0
"180","1","2","1","2","0",5,1,1,1
"181","2","1","1","2","0",20,0,0,0
"182","0","2","1","2","90",5,0,1,0
"183","1","1","2","0","135",11,0,0,0
"184","2","0","1","0","0",11,0,1,0
"185","1","2","2","0","135",20,0,0,0
"186","1","0","1","0","0",14,1,1,1
"187","1","1","2","1","135",5,0,1,0
"188","1","0","1","0","135",8,1,1,1
"189","3","0","1","1","0",20,0,0,0
"190","2","2","2","2","90",11,1,1,1
"191","0","0","2","0","135",5,0,1,0
"192","1","3","0","3","90",11,0,1,0
"193","1","0","2","0","135",8,0,1,0
"194","1","0","1","0","45",5,1,1,1
"195","0","1","0","2","0",11,1,0,0
"196","0","0","0","1","0",17,1,0,0
"197","1","0","1","0","45",11,1,1,1
"198","0","2","0","2","135",5,1,1,1
"199","1","1","1","0","45",17,1,0,0
"200","1","0","1","0","90",8,1,1,1
"201","0","1","0","2","90",11,1,0,0
"202","1","3","0","3","45",3,0,1,0
"203","1","0","2","0","90",17,0,1,0
"204","1","1","0","2","45",11,0,0,0
"205","1","0","2","1","0",20,0,0,0
"206","1","2","0","2","45",5,0,1,0
"207","1","0","1","0","90",8,1,1,1
"208","0","4","1","1","90",20,0,0,0
"209","1","0","1","0","45",14,1,1,1
"210","0","0","0","2","0",8,1,0,0
"211","0","1","1","0","135",20,0,0,0
"212","2","1","1","1","135",14,0,1,0
"213","1","0","0","1","45",8,0,0,0
"214","1","2","0","1","0",20,0,0,0
"215","1","2","0","2","0",17,0,1,0
"216","0","0","2","0","135",3,0,1,0
"217","1","2","0","2","90",17,0,1,0
"218","2","1","2","0","45",8,1,0,0
"219","2","0","2","0","0",11,1,1,1
"220","2","1","2","0","135",20,1,0,0
"221","1","1","1","1","135",11,1,1,1
"222","0","1","0","2","0",3,1,0,0
"223","3","2","3","2","0",14,1,1,1
"224","0","3","1","2","0",17,0,0,0
"225","2","1","1","2","0",11,0,0,0
"226","1","1","1","1","90",5,1,1,1
"227","1","0","1","0","0",14,1,1,1
"228","0","2","0","2","0",8,1,1,1
"229","2","3","1","3","135",3,0,1,0
"230","1","1","1","0","135",17,1,0,0
"231","2","0","2","0","45",5,1,1,1
"232","1","0","0","2","0",20,0,0,0
"233","1","0","0","2","0",20,0,0,0
"234","1","1","0","1","0",17,0,1,0
"235","2","2","2","1","90",11,1,0,0
"236","1","0","0","0","135",17,0,1,0
"237","3","1","0","1","90",5,0,1,0
"238","0","0","1","1","0",20,0,0,0
"239","3","2","0","2","45",17,0,1,0
"240","0","1","2","1","45",3,0,1,0
"241","0","1","2","1","90",20,0,1,0
"242","1","1","1","1","45",8,1,1,1
"243","0","2","0","2","0",14,1,1,1
"244","2","1","2","0","45",17,1,0,0
"245","1","0","1","0","45",17,1,1,1
"246","1","0","1","0","90",17,1,1,1
"247","0","1","0","2","45",5,1,0,0
"248","2","1","0","1","90",14,0,1,0
"249","1","1","0","2","45",20,0,0,0
"250","2","1","2","0","0",5,1,0,0
"251","1","0","1","0","135",3,1,1,1
"252","1","1","1","1","45",8,1,1,1
"253","3","1","1","1","90",5,0,1,0
"254","0","1","0","1","45",8,1,1,1
"255","1","1","0","0","90",20,0,0,0
"256","1","1","1","1","135",14,1,1,1
"257","2","1","1","1","135",5,0,1,0
"258","0","1","1","1","45",14,0,1,0
"259","3","1","1","1","45",3,0,1,0
"260","1","1","0","1","0",17,0,1,0
"261","0","1","0","1","0",14,1,1,1
"262","1","1","0","1","90",20,0,1,0
"263","0","0","0","2","45",17,1,0,0
"264","1","2","0","2","135",20,0,1,0
"265","0","2","0","2","135",3,1,1,1
"266","0","0","2","1","135",17,0,0,0
"267","0","1","0","2","45",8,1,0,0
"268","0","3","0","3","90",8,1,1,1
"269","1","1","0","1","90",3,0,1,0
"270","2","1","1","1","90",14,0,1,0
"271","0","1","2","1","135",3,0,1,0
"272","0","1","1","1","0",8,0,1,0
"273","0","1","1","1","90",3,0,1,0
"274","2","2","1","2","0",3,0,1,0
"275","1","2","1","2","0",14,1,1,1
"276","1","0","2","1","0",8,0,0,0
"277","1","1","1","1","135",3,1,1,1
"278","1","1","1","1","90",11,1,1,1
"279","2","0","1","1","90",17,0,0,0
"280","0","2","0","1","0",20,1,0,0
"281","2","1","0","1","135",11,0,1,0
"282","2","3","1","3","45",3,0,1,0
"283","2","0","1","0","135",3,0,1,0
"284","0","2","1","2","45",3,0,1,0
"285","1","1","0","1","90",20,0,1,0
"286","1","0","0","1","90",20,0,0,0
"287","2","1","2","1","90",3,1,1,1
"288","0","0","1","0","90",5,0,1,0
"289","1","1","0","2","0",20,0,0,0
"290","2","1","1","1","135",8,0,1,0
"291","0","1","0","1","45",5,1,1,1
"292","0","1","0","2","0",11,1,0,0
"293","0","2","0","2","90",17,1,1,1
"294","0","2","1","2","45",14,0,1,0
"295","0","1","0","2","0",17,1,0,0
"296","1","1","0","2","0",8,0,0,0
"297","1","1","1","1","0",14,1,1,1
"298","1","0","0","1","45",20,0,0,0
"299","3","0","2","0","0",3,0,1,0
"300","0","1","0","1","135",17,1,1,1
"301","0","0","1","0","0",17,0,1,0
"302","0","2","0","2","0",8,1,1,1
"303","1","0","1","1","45",14,1,0,0
"304","1","0","1","0","135",20,1,1,1
"305","0","2","1","2","90",17,0,1,0
"306","2","0","2","0","45",3,1,1,1
"307","2","0","2","0","135",8,1,1,1
"308","1","0","1","0","45",17,1,1,1
"309","1","1","1","1","0",5,1,1,1
"310","0","1","1","0","45",17,0,0,0
"311","0","1","0","1","0",8,1,1,1
"312","0","1","0","1","90",3,1,1,1
"313","1","2","0","2","90",17,0,1,0
"314","1","1","1","1","135",8,1,1,1
"315","0","0","1","0","90",3,0,1,0
"316","0","2","0","2","45",5,1,1,1
"317","1","0","1","0","90",8,1,1,1
"318","0","1","1","0","45",14,0,0,0
"319","1","0","1","0","90",14,1,1,1
"320","0","0","0","0","135",3,1,1,1
"321","1","1","0","2","0",17,0,0,0
"322","0","2","0","2","0",14,1,1,1
"323","1","0","1","0","45",14,1,1,1
"324","2","1","0","2","135",20,0,0,0
"325","1","1","0","0","0",8,0,0,0
"326","0","1","0","1","45",8,1,1,1
"327","1","1","0","1","90",11,0,1,0
"328","0","1","0","1","45",20,1,1,1
"329","0","0","1","0","135",3,0,1,0
"330","1","1","0","2","0",20,0,0,0
"331","1","1","1","2","0",17,1,0,0
"332","0","1","0","1","45",17,1,1,1
"333","2","0","1","0","45",8,0,1,0
"334","1","2","0","2","135",14,0,1,0
"335","0","0","0","0","45",5,1,1,1
"336","1","0","2","1","90",11,0,0,0
"337","2","1","0","1","45",20,0,1,0
"338","0","1","0","2","0",14,1,0,0
"339","1","1","0","1","45",8,0,1,0
"340","1","1","1","1","135",11,1,1,1
"341","0","1","1","2","0",17,0,0,0
"342","1","2","1","1","135",11,1,0,0
"343","0","1","0","1","135",5,1,1,1
"344","1","1","0","1","45",14,0,1,0
"345","1","1","1","1","0",5,1,1,1
"346","1","1","0","1","90",17,0,1,0
"347","1","0","1","0","90",5,1,1,1
"348","0","2","0","1","45",20,1,0,0
"349","1","0","1","0","135",14,1,1,1
"350","1","0","1","0","135",5,1,1,1
"351","0","2","0","1","0",17,1,0,0
"352","1","2","1","3","45",8,1,0,0
"353","1","0","1","0","0",20,1,1,1
"354","2","0","1","0","135",5,0,1,0
"355","2","1","1","1","90",11,0,1,0
"356","0","0","0","0","45",8,1,1,1
"357","0","1","0","2","90",17,1,0,0
"358","1","2","0","1","45",20,0,0,0
"359","1","2","1","2","90",8,1,1,1
"360","1","1","1","1","135",17,1,1,1
"361","0","1","0","0","90",20,1,0,0
"362","1","1","0","1","0",14,0,1,0
"363","0","0","0","0","0",3,1,1,1
"364","1","1","0","1","45",14,0,1,0
"365","0","1","0","2","90",5,1,0,0
"366","3","1","1","1","45",14,0,1,0
"367","0","0","0","1","0",14,1,0,0
"368","1","1","1","1","135",17,1,1,1
"369","0","2","0","1","0",14,1,0,0
"370","1","0","1","0","90",8,1,1,1
"371","3","0","3","0","135",3,1,1,1
"372","1","2","0","1","135",17,0,0,0
"373","1","2","1","2","135",14,1,1,1
"374","1","1","0","1","90",20,0,1,0
"375","1","2","0","1","135",11,0,0,0
"376","1","1","1","0","90",8,1,0,0
"377","1","0","1","0","135",5,1,1,1
"378","1","0","1","0","45",14,1,1,1
"379","2","1","2","1","135",8,1,1,1
"380","2","1","1","1","135",14,0,1,0
"381","0","1","0","2","0",20,1,0,0
"382","1","2","1","1","135",11,1,0,0
"383","0","1","0","1","135",8,1,1,1
"384","0","2","0","2","135",17,1,1,1
"385","1","1","0","0","90",20,0,0,0
"386","1","1","0","1","0",3,0,1,0
"387","0","0","0","0","45",11,1,1,1
"388","1","1","1","1","90",3,1,1,1
"389","1","2","0","1","90",5,0,0,0
"390","3","0","2","0","0",3,0,1,0
"391","1","1","1","1","45",5,1,1,1
"392","1","0","0","1","0",14,0,0,0
"393","0","2","0","1","90",11,1,0,0
"394","0","1","0","0","135",11,1,0,0
"395","1","1","1","1","135",20,1,1,1
"396","2","0","2","0","45",5,1,1,1
"397","1","0","0","0","45",11,0,1,0
"398","2","0","1","0","0",17,0,1,0
"399","3","2","1","1","0",14,0,0,0
"400","0","2","0","2","90",3,1,1,1
"401","1","1","1","2","45",5,1,0,0
"402","2","1","2","0","0",8,1,0,0
"403","2","1","2","2","135",8,1,0,0
"404","3","1","2","2","0",17,0,0,0
"405","1","0","1","0","135",3,1,1,1
"406","1","2","1","2","135",20,1,1,1
"407","1","0","0","0","0",20,0,1,0
"408","0","1","0","1","135",11,1,1,1
"409","2","0","2","0","90",3,1,1,1
"410","1","1","1","1","90",3,1,1,1
"411","1","0","0","0","135",20,0,1,0
"412","2","3","0","2","0",20,0,0,0
"413","1","0","1","0","90",8,1,1,1
"414","1","1","1","2","0",20,1,0,0
"415","1","1","0","1","45",5,0,1,0
"416","1","0","1","0","45",5,1,1,1
"417","1","2","2","0","90",14,0,0,0
"418","0","1","0","1","0",20,1,1,1
"419","0","2","1","0","90",17,0,0,0
"420","2","3","2","1","135",11,1,0,0
"421","2","0","2","0","45",5,1,1,1
"422","3","2","3","2","90",5,1,1,1
"423","0","2","0","1","45",17,1,0,0
"424","2","1","1","1","45",20,0,1,0
"425","1","1","1","1","135",17,1,1,1
"426","1","2","2","1","45",11,0,0,0
"427","2","0","2","0","45",14,1,1,1
"428","2","1","1","1","0",8,0,1,0
"429","2","2","0","2","0",11,0,1,0
"430","1","0","1","0","45",3,1,1,1
"431","1","2","1","0","135",17,1,0,0
"432","2","1","1","1","45",3,0,1,0
"433","1","0","1","0","90",5,1,1,1
"434","1","2","2","2","45",11,0,1,0
"435","0","1","0","1","90",5,1,1,1
"436","0","1","0","1","0",14,1,1,1
"437","0","1","0","1","90",17,1,1,1
"438","1","1","0","1","45",11,0,1,0
"439","1","2","1","2","90",11,1,1,1
"440","1","0","1","0","45",8,1,1,1
"441","0","1","0","1","0",8,1,1,1
"442","1","1","0","1","135",11,0,1,0
"443","2","1","2","1","135",5,1,1,1
"444","2","0","2","0","0",11,1,1,1
"445","0","0","0","0","90",11,1,1,1
"446","2","1","2","1","45",3,1,1,1
"447","0","1","0","0","45",14,1,0,0
"448","1","1","1","1","45",5,1,1,1
"449","2","2","1","2","90",3,0,1,0
"450","0","1","0","1","135",3,1,1,1
"451","0","1","0","1","0",5,1,1,1
"452","1","3","2","3","45",3,0,1,0
"453","1","1","1","0","135",5,1,0,0
"454","2","0","2","0","0",11,1,1,1
"455","3","3","2","1","90",14,0,0,0
"456","1","0","0","0","0",17,0,1,0
"457","1","1","1","0","135",17,1,0,0
"458","0","0","0","1","90",8,1,0,0
"459","1","3","1","1","90",14,1,0,0
"460","0","3","0","0","90",20,1,0,0
"461","2","0","3","0","45",17,0,1,0
"462","2","2","2","1","0",11,1,0,0
"463","1","1","0","0","45",17,0,0,0
"464","1","1","1","0","45",8,1,0,0
"465","2","1","2","1","45",5,1,1,1
"466","1","1","1","1","135",5,1,1,1
"467","0","0","0","0","45",14,1,1,1
"468","1","2","1","2","45",17,1,1,1
"469","0","3","1","2","135",14,0,0,0
"470","2","1","2","0","0",8,1,0,0
"471","2","1","2","1","135",8,1,1,1
"472","0","0","0","1","45",5,1,0,0
"473","3","0","3","0","135",3,1,1,1
"474","2","1","0","2","90",20,0,0,0
"475","1","1","0","1","0",5,0,1,0
"476","2","1","2","0","90",5,1,0,0
"477","0","1","0","1","90",5,1,1,1
"478","1","0","1","0","90",11,1,1,1
"479","0","2","0","2","135",20,1,1,1
"480","1","1","1","1","0",5,1,1,1
"481","1","1","1","1","135",3,1,1,1
"482","0","1","0","0","45",8,1,0,0
"483","0","0","0","1","0",20,1,0,0
"484","2","1","2","0","90",14,1,0,0
"485","1","1","2","0","135",14,0,0,0
"486","2","1","2","0","90",11,1,0,0
"487","2","2","2","1","90",3,1,0,0
"488","1","0","0","0","90",14,0,1,0
"489","1","1","1","1","135",14,1,1,1
"490","2","1","2","0","135",11,1,0,0
"491","0","0","0","0","45",3,1,1,1
"492","1","1","1","1","45",11,1,1,1
"493","1","3","1","2","0",8,1,0,0
"494","0","1","0","2","135",8,1,0,0
"495","1","1","1","2","135",11,1,0,0
"496","0","3","0","1","135",8,1,0,0
"497","2","0","1","0","45",3,0,1,0
"498","2","2","0","2","0",3,0,1,0
"499","2","1","0","0","90",20,0,0,0
"500","3","2","1","1","90",20,0,0,0
"501","1","0","1","1","135",11,1,0,0
"502","0","1","0","1","45",3,1,1,1
"503","2","0","2","1","90",11,1,0,0
"504","1","2","1","2","90",3,1,1,1
"505","2","0","2","0","0",3,1,1,1
"506","0","1","0","0","135",11,1,0,0
"507","1","1","1","0","90",5,1,0,0
"508","0","1","1","0","90",14,0,0,0
"509","2","1","1","1","90",11,0,1,0
"510","0","0","0","0","135",8,1,1,1
"511","1","2","1","2","0",3,1,1,1
"512","2","0","1","0","45",14,0,1,0
"513","3","0","2","1","135",11,0,0,0
"514","0","1","0","1","135",14,1,1,1
"515","1","2","1","2","0",5,1,1,1
"516","2","1","1","2","0",20,0,0,0
"517","0","2","0","1","90",5,1,0,0
"518","1","1","2","1","135",11,0,1,0
"519","2","0","2","0","0",11,1,1,1
"520","1","2","0","1","135",20,0,0,0
"521","1","0","1","0","0",14,1,1,1
"522","1","1","1","2","135",5,1,0,0
"523","1","0","1","0","135",8,1,1,1
"524","3","0","1","1","0",20,0,0,0
"525","2","2","1","0","90",11,0,0,0
"526","0","0","0","0","135",5,1,1,1
"527","1","3","1","1","90",11,1,0,0
"528","1","0","1","0","135",8,1,1,1
"529","1","0","1","0","45",5,1,1,1
"530","0","1","0","1","0",11,1,1,1
"531","0","0","0","1","0",17,1,0,0
"532","1","0","1","0","45",11,1,1,1
"533","0","2","0","2","135",5,1,1,1
"534","1","1","1","0","45",17,1,0,0
"535","1","0","1","1","90",8,1,0,0
"536","0","1","0","0","90",11,1,0,0
"537","1","3","1","3","45",3,1,1,1
"538","1","0","1","1","90",17,1,0,0
"539","1","1","1","1","45",11,1,1,1
"540","1","0","1","2","0",20,1,0,0
"541","1","2","1","1","45",5,1,0,0
"542","1","0","1","0","90",8,1,1,1
"543","0","4","0","1","90",20,1,0,0
"544","1","0","1","0","45",14,1,1,1
"545","0","0","0","0","0",8,1,1,1
"546","0","1","0","1","135",20,1,1,1
"547","2","1","2","0","135",14,1,0,0
"548","1","0","1","2","45",8,1,0,0
"549","1","2","1","0","0",20,1,0,0
"550","1","2","0","2","0",17,0,1,0
"551","0","0","0","0","135",3,1,1,1
"552","1","2","0","1","90",17,0,0,0
"553","2","1","2","0","45",8,1,0,0
"554","2","0","2","1","0",11,1,0,0
"555","2","1","2","1","135",20,1,1,1
"556","1","1","1","2","135",11,1,0,0
"557","0","1","0","1","0",3,1,1,1
"558","3","2","2","1","0",14,0,0,0
"559","0","3","0","2","0",17,1,0,0
"560","2","1","2","2","0",11,1,0,0
"561","1","1","1","2","90",5,1,0,0
"562","1","0","1","1","0",14,1,0,0
"563","0","2","0","2","0",8,1,1,1
"564","2","3","2","4","135",3,1,0,0
"565","1","1","1","1","135",17,1,1,1
"566","2","0","2","0","45",5,1,1,1
"567","1","0","0","0","0",20,0,1,0
"568","1","0","1","0","0",20,1,1,1
"569","1","1","1","1","0",17,1,1,1
"570","2","2","2","1","90",11,1,0,0
"571","1","0","0","2","135",17,0,0,0
"572","3","1","3","1","90",5,1,1,1
"573","0","0","0","1","0",20,1,0,0
"574","3","2","0","1","45",17,0,0,0
"575","0","1","0","1","45",3,1,1,1
"576","0","1","0","0","90",20,1,0,0
"577","1","1","1","1","45",8,1,1,1
"578","0","2","1","2","0",14,0,1,0
"579","2","1","2","0","45",17,1,0,0
"580","1","0","1","0","45",17,1,1,1
"581","1","0","1","0","90",17,1,1,1
"582","0","1","0","1","45",5,1,1,1
"583","2","1","2","0","90",14,1,0,0
"584","1","1","1","1","45",20,1,1,1
"585","2","1","2","1","0",5,1,1,1
"586","1","0","1","0","135",3,1,1,1
"587","1","1","1","0","45",8,1,0,0
"588","3","1","3","1","90",5,1,1,1
"589","0","1","0","1","45",8,1,1,1
"590","1","1","0","0","90",20,0,0,0
"591","1","1","1","1","135",14,1,1,1
"592","2","1","2","1","135",5,1,1,1
"593","0","1","0","1","45",14,1,1,1
"594","3","1","3","1","45",3,1,1,1
"595","1","1","1","1","0",17,1,1,1
"596","0","1","0","0","0",14,1,0,0
"597","1","1","0","0","90",20,0,0,0
"598","0","0","0","1","45",17,1,0,0
"599","1","2","1","1","135",20,1,0,0
"600","0","2","0","2","135",3,1,1,1
"601","0","0","0","1","135",17,1,0,0
"602","0","1","0","1","45",8,1,1,1
"603","0","3","0","1","90",8,1,0,0
"604","1","1","1","0","90",3,1,0,0
"605","2","1","2","0","90",14,1,0,0
"606","0","1","0","1","135",3,1,1,1
"607","0","1","0","1","0",8,1,1,1
"608","0","1","0","1","90",3,1,1,1
"609","2","2","1","2","0",3,0,1,0
"610","1","2","1","1","0",14,1,0,0
"611","1","0","1","0","0",8,1,1,1
"612","1","1","1","1","135",3,1,1,1
"613","1","1","1","0","90",11,1,0,0
"614","2","0","2","1","90",17,1,0,0
"615","0","2","0","2","0",20,1,1,1
"616","2","1","1","1","135",11,0,1,0
"617","2","3","2","3","45",3,1,1,1
"618","2","0","2","0","135",3,1,1,1
"619","0","2","0","1","45",3,1,0,0
"620","1","1","1","1","90",20,1,1,1
"621","1","0","1","0","90",20,1,1,1
"622","2","1","2","1","90",3,1,1,1
"623","0","0","0","1","90",5,1,0,0
"624","1","1","0","1","0",20,0,1,0
"625","2","1","2","1","135",8,1,1,1
"626","0","1","0","1","45",5,1,1,1
"627","0","1","0","1","0",11,1,1,1
"628","0","2","0","1","90",17,1,0,0
"629","0","2","0","0","45",14,1,0,0
"630","0","1","0","2","0",17,1,0,0
"631","1","1","1","2","0",8,1,0,0
"632","1","1","1","2","0",14,1,0,0
"633","1","0","1","0","45",20,1,1,1
"634","3","0","3","0","0",3,1,1,1
"635","0","1","0","1","135",17,1,1,1
"636","0","0","0","0","0",17,1,1,1
"637","0","2","0","2","0",8,1,1,1
"638","1","0","1","1","45",14,1,0,0
"639","1","0","2","1","135",20,0,0,0
"640","0","2","0","2","90",17,1,1,1
"641","2","0","2","0","45",3,1,1,1
"642","2","0","2","1","135",8,1,0,0
"643","1","0","1","0","45",17,1,1,1
"644","1","1","1","1","0",5,1,1,1
"645","0","1","0","1","45",17,1,1,1
"646","0","1","0","1","0",8,1,1,1
"647","0","1","0","1","90",3,1,1,1
"648","1","2","1","1","90",17,1,0,0
"649","1","1","0","1","135",8,0,1,0
"650","0","0","0","0","90",3,1,1,1
"651","0","2","0","1","45",5,1,0,0
"652","1","0","1","1","90",8,1,0,0
"653","0","1","0","2","45",14,1,0,0
"654","1","0","1","0","90",14,1,1,1
"655","0","0","0","1","135",3,1,0,0
"656","1","1","0","1","0",17,0,1,0
"657","0","2","0","2","0",14,1,1,1
"658","1","0","1","0","45",14,1,1,1
"659","2","1","0","1","135",20,0,1,0
"660","1","1","1","2","0",8,1,0,0
"661","0","1","0","2","45",8,1,0,0
"662","1","1","1","2","90",11,1,0,0
"663","0","1","0","1","45",20,1,1,1
