"","Cantidad_TGC_1","Cantidad_TGC_2","Respuesta_A","Respuesta_B","Direccion","Separacion","correctas_A","correctas_B","correctas"
"5167","0","1","1","1","90",5,0,1,0
"5168","1","0","1","0","90",11,1,1,1
"5169","0","2","1","2","135",20,0,1,0
"5170","1","1","1","1","0",5,1,1,1
"5171","1","1","1","1","135",3,1,1,1
"5172","0","1","0","1","45",8,1,1,1
"5173","0","0","0","2","0",20,1,0,0
"5174","2","1","1","1","90",14,0,1,0
"5175","1","1","0","1","135",14,0,1,0
"5176","2","1","1","1","90",11,0,1,0
"5177","2","2","2","2","90",3,1,1,1
"5178","1","0","1","0","90",14,1,1,1
"5179","1","1","1","1","135",14,1,1,1
"5180","2","1","1","1","135",11,0,1,0
"5181","0","0","0","0","45",3,1,1,1
"5182","1","1","1","2","45",11,1,0,0
"5183","1","3","0","3","0",8,0,1,0
"5184","0","1","0","2","135",8,1,0,0
"5185","1","1","1","2","135",11,1,0,0
"5186","0","3","0","3","135",8,1,1,1
"5187","2","0","2","0","45",3,1,1,1
"5188","2","2","1","2","0",3,0,1,0
"5189","2","1","0","1","90",20,0,1,0
"5190","3","2","0","0","90",20,0,0,0
"5191","1","0","1","0","135",11,1,1,1
"5192","0","1","0","1","45",3,1,1,1
"5193","2","0","1","0","90",11,0,1,0
"5194","1","2","1","2","90",3,1,1,1
"5195","2","0","2","0","0",3,1,1,1
"5196","0","1","0","1","135",11,1,1,1
"5197","1","1","1","1","90",5,1,1,1
"5198","0","1","1","1","90",14,0,1,0
"5199","2","1","1","1","90",11,0,1,0
"5200","0","0","1","0","135",8,0,1,0
"5201","1","2","1","2","0",3,1,1,1
"5202","2","0","2","1","45",14,1,0,0
"5203","3","0","1","0","135",11,0,1,0
"5204","0","1","1","1","135",14,0,1,0
"5205","1","2","1","2","0",5,1,1,1
"5206","2","1","2","2","0",20,1,0,0
"5207","0","2","1","2","90",5,0,1,0
"5208","1","1","2","1","135",11,0,1,0
"5209","2","0","2","0","0",11,1,1,1
"5210","1","2","1","2","135",20,1,1,1
"5211","1","0","1","0","0",14,1,1,1
"5212","1","1","1","1","135",5,1,1,1
"5213","1","0","1","0","135",8,1,1,1
"5214","3","0","2","0","0",20,0,1,0
"5215","2","2","1","2","90",11,0,1,0
"5216","0","0","2","0","135",5,0,1,0
"5217","1","3","1","3","90",11,1,1,1
"5218","1","0","1","0","135",8,1,1,1
"5219","1","0","1","0","45",5,1,1,1
"5220","0","1","0","2","0",11,1,0,0
"5221","0","0","0","2","0",17,1,0,0
"5222","1","0","1","0","45",11,1,1,1
"5223","0","2","0","2","135",5,1,1,1
"5224","1","1","1","0","45",17,1,0,0
"5225","1","0","1","0","90",8,1,1,1
"5226","0","1","1","1","90",11,0,1,0
"5227","1","3","1","3","45",3,1,1,1
"5228","1","0","1","0","90",17,1,1,1
"5229","1","1","1","0","45",11,1,0,0
"5230","1","0","1","2","0",20,1,0,0
"5231","1","2","1","2","45",5,1,1,1
"5232","1","0","1","0","90",8,1,1,1
"5233","0","4","0","3","90",20,1,0,0
"5234","1","0","1","0","45",14,1,1,1
"5235","0","0","0","2","0",8,1,0,0
"5236","0","1","1","1","135",20,0,1,0
"5237","2","1","1","1","135",14,0,1,0
"5238","1","0","0","1","45",8,0,0,0
"5239","1","2","0","2","0",20,0,1,0
"5240","1","2","1","3","0",17,1,0,0
"5241","0","0","2","0","135",3,0,1,0
"5242","1","2","0","2","90",17,0,1,0
"5243","2","1","2","0","45",8,1,0,0
"5244","2","0","2","1","0",11,1,0,0
"5245","2","1","0","1","135",20,0,1,0
"5246","1","1","1","1","135",11,1,1,1
"5247","0","1","0","2","0",3,1,0,0
"5248","3","2","3","2","0",14,1,1,1
"5249","0","3","0","1","0",17,1,0,0
"5250","2","1","1","1","0",11,0,1,0
"5251","1","1","1","1","90",5,1,1,1
"5252","1","0","1","2","0",14,1,0,0
"5253","0","2","0","2","0",8,1,1,1
"5254","2","3","1","3","135",3,0,1,0
"5255","1","1","1","1","135",17,1,1,1
"5256","2","0","1","0","45",5,0,1,0
"5257","1","0","1","1","0",20,1,0,0
"5258","1","0","1","2","0",20,1,0,0
"5259","1","1","1","0","0",17,1,0,0
"5260","2","2","1","2","90",11,0,1,0
"5261","1","0","1","0","135",17,1,1,1
"5262","3","1","2","1","90",5,0,1,0
"5263","0","0","0","2","0",20,1,0,0
"5264","3","2","2","1","45",17,0,0,0
"5265","0","1","0","1","45",3,1,1,1
"5266","0","1","0","1","90",20,1,1,1
"5267","1","1","1","0","45",8,1,0,0
"5268","0","2","0","2","0",14,1,1,1
"5269","2","1","2","0","45",17,1,0,0
"5270","1","0","1","1","45",17,1,0,0
"5271","1","0","1","0","90",17,1,1,1
"5272","0","1","0","2","45",5,1,0,0
"5273","2","1","1","1","90",14,0,1,0
"5274","1","1","1","1","45",20,1,1,1
"5275","2","1","2","1","0",5,1,1,1
"5276","1","0","1","0","135",3,1,1,1
"5277","1","1","1","2","45",8,1,0,0
"5278","3","1","2","1","90",5,0,1,0
"5279","0","1","0","2","45",8,1,0,0
"5280","1","1","0","0","90",20,0,0,0
"5281","1","1","1","1","135",14,1,1,1
"5282","2","1","1","1","135",5,0,1,0
"5283","0","1","1","2","45",14,0,0,0
"5284","3","1","1","1","45",3,0,1,0
"5285","1","1","1","1","0",17,1,1,1
"5286","0","1","0","1","0",14,1,1,1
"5287","1","1","0","1","90",20,0,1,0
"5288","0","0","0","2","45",17,1,0,0
"5289","1","2","0","2","135",20,0,1,0
"5290","0","2","0","2","135",3,1,1,1
"5291","0","0","1","0","135",17,0,1,0
"5292","0","1","0","2","45",8,1,0,0
"5293","0","3","0","3","90",8,1,1,1
"5294","1","1","0","1","90",3,0,1,0
"5295","2","1","0","1","90",14,0,1,0
"5296","0","1","0","1","135",3,1,1,1
"5297","0","1","0","2","0",8,1,0,0
"5298","0","1","1","1","90",3,0,1,0
"5299","2","2","1","2","0",3,0,1,0
"5300","1","2","1","2","0",14,1,1,1
"5301","1","0","2","1","0",8,0,0,0
"5302","1","1","2","1","135",3,0,1,0
"5303","1","1","1","1","90",11,1,1,1
"5304","2","0","1","0","90",17,0,1,0
"5305","0","2","0","2","0",20,1,1,1
"5306","2","1","2","1","135",11,1,1,1
"5307","2","3","1","3","45",3,0,1,0
"5308","2","0","1","0","135",3,0,1,0
"5309","0","2","1","2","45",3,0,1,0
"5310","1","1","1","1","90",20,1,1,1
"5311","1","0","1","0","90",20,1,1,1
"5312","2","1","2","1","90",3,1,1,1
"5313","0","0","1","0","90",5,0,1,0
"5314","1","1","0","2","0",20,0,0,0
"5315","2","1","2","1","135",8,1,1,1
"5316","0","1","1","2","45",5,0,0,0
"5317","0","1","0","2","0",11,1,0,0
"5318","0","2","0","2","90",17,1,1,1
"5319","0","2","0","2","45",14,1,1,1
"5320","0","1","0","3","0",17,1,0,0
"5321","1","1","0","1","0",8,0,1,0
"5322","1","1","1","0","0",14,1,0,0
"5323","1","0","1","0","45",20,1,1,1
"5324","3","0","2","0","0",3,0,1,0
"5325","0","1","1","1","135",17,0,1,0
"5326","0","0","0","0","0",17,1,1,1
"5327","0","2","0","2","0",8,1,1,1
"5328","1","0","1","0","45",14,1,1,1
"5329","1","0","1","0","135",20,1,1,1
"5330","0","2","0","1","90",17,1,0,0
"5331","2","0","2","0","45",3,1,1,1
"5332","2","0","2","0","135",8,1,1,1
"5333","1","0","2","0","45",17,0,1,0
"5334","1","1","1","2","0",5,1,0,0
"5335","0","1","0","2","45",17,1,0,0
"5336","0","1","0","1","0",8,1,1,1
"5337","0","1","1","1","90",3,0,1,0
"5338","1","2","1","1","90",17,1,0,0
"5339","1","1","1","1","135",8,1,1,1
"5340","0","0","0","0","90",3,1,1,1
"5341","0","2","0","0","45",5,1,0,0
"5342","1","0","1","0","90",8,1,1,1
"5343","0","1","0","2","45",14,1,0,0
"5344","1","0","1","0","90",14,1,1,1
"5345","0","0","0","1","135",3,1,0,0
"5346","1","1","1","2","0",17,1,0,0
"5347","0","2","0","1","0",14,1,0,0
"5348","1","0","1","0","45",14,1,1,1
"5349","2","1","0","2","135",20,0,0,0
"5350","1","1","1","1","0",8,1,1,1
"5351","0","1","0","1","45",8,1,1,1
"5352","1","1","1","1","90",11,1,1,1
"5353","0","1","0","1","45",20,1,1,1
"5354","0","0","1","0","135",3,0,1,0
"5355","1","1","2","1","0",20,0,1,0
"5356","1","1","1","0","0",17,1,0,0
"5357","0","1","0","0","45",17,1,0,0
"5358","2","0","1","0","45",8,0,1,0
"5359","1","2","1","2","135",14,1,1,1
"5360","0","0","0","1","45",5,1,0,0
"5361","1","0","1","0","90",11,1,1,1
"5362","2","1","2","1","45",20,1,1,1
"5363","0","1","0","2","0",14,1,0,0
"5364","1","1","1","1","45",8,1,1,1
"5365","1","1","1","0","135",11,1,0,0
"5366","0","1","1","2","0",17,0,0,0
"5367","1","2","2","1","135",11,0,0,0
"5368","0","1","0","1","135",5,1,1,1
"5369","1","1","1","1","45",14,1,1,1
"5370","1","1","1","1","0",5,1,1,1
"5371","1","1","1","1","90",17,1,1,1
"5372","1","0","1","1","90",5,1,0,0
"5373","0","2","0","1","45",20,1,0,0
"5374","1","0","1","0","135",14,1,1,1
"5375","1","0","1","0","135",5,1,1,1
"5376","0","2","0","2","0",17,1,1,1
"5377","1","2","1","1","45",8,1,0,0
"5378","1","0","1","0","0",20,1,1,1
"5379","2","0","1","1","135",5,0,0,0
"5380","2","1","1","0","90",11,0,0,0
"5381","0","0","0","0","45",8,1,1,1
"5382","0","1","0","1","90",17,1,1,1
"5383","1","2","1","0","45",20,1,0,0
"5384","1","2","1","1","90",8,1,0,0
"5385","1","1","1","0","135",17,1,0,0
"5386","0","1","1","3","90",20,0,0,0
"5387","1","1","1","0","0",14,1,0,0
"5388","0","0","0","0","0",3,1,1,1
"5389","1","1","1","0","45",14,1,0,0
"5390","0","1","0","1","90",5,1,1,1
"5391","3","1","2","1","45",14,0,1,0
"5392","0","0","0","0","0",14,1,1,1
"5393","1","1","1","1","135",17,1,1,1
"5394","0","2","1","2","0",14,0,1,0
"5395","1","0","1","1","90",8,1,0,0
"5396","3","0","3","0","135",3,1,1,1
"5397","1","2","0","1","135",17,0,0,0
"5398","1","2","1","2","135",14,1,1,1
"5399","1","1","1","2","90",20,1,0,0
"5400","1","2","1","1","135",11,1,0,0
"5401","1","1","1","1","90",8,1,1,1
"5402","1","0","1","0","135",5,1,1,1
"5403","1","0","1","0","45",14,1,1,1
"5404","2","1","2","1","135",8,1,1,1
"5405","2","1","1","2","135",14,0,0,0
"5406","0","1","0","1","0",20,1,1,1
"5407","1","2","1","1","135",11,1,0,0
"5408","0","1","0","1","135",8,1,1,1
"5409","0","2","0","2","135",17,1,1,1
"5410","1","1","1","1","90",20,1,1,1
"5411","1","1","1","1","0",3,1,1,1
"5412","0","0","0","0","45",11,1,1,1
"5413","1","1","0","1","90",3,0,1,0
"5414","1","2","1","1","90",5,1,0,0
"5415","3","0","3","0","0",3,1,1,1
"5416","1","1","1","1","45",5,1,1,1
"5417","1","0","0","1","0",14,0,0,0
"5418","0","2","0","1","90",11,1,0,0
"5419","0","1","0","1","135",11,1,1,1
"5420","1","1","1","1","135",20,1,1,1
"5421","2","0","2","0","45",5,1,1,1
"5422","1","0","1","0","45",11,1,1,1
"5423","2","0","1","1","0",17,0,0,0
"5424","3","2","2","2","0",14,0,1,0
"5425","0","2","0","1","90",3,1,0,0
"5426","1","1","1","1","45",5,1,1,1
"5427","2","1","2","0","0",8,1,0,0
"5428","2","1","2","2","135",8,1,0,0
"5429","3","1","2","1","0",17,0,1,0
"5430","1","0","1","0","135",3,1,1,1
"5431","1","2","1","2","135",20,1,1,1
"5432","1","0","0","1","0",20,0,0,0
"5433","0","1","0","1","135",11,1,1,1
"5434","2","0","2","0","90",3,1,1,1
"5435","1","1","1","1","90",3,1,1,1
"5436","1","0","0","0","135",20,0,1,0
"5437","2","3","1","2","0",20,0,0,0
"5438","1","0","1","1","90",8,1,0,0
"5439","1","1","1","1","0",20,1,1,1
"5440","1","1","1","1","45",5,1,1,1
"5441","1","0","1","0","45",5,1,1,1
"5442","1","2","1","1","90",14,1,0,0
"5443","0","1","0","1","0",20,1,1,1
"5444","0","2","0","0","90",17,1,0,0
"5445","2","3","2","1","135",11,1,0,0
"5446","2","0","2","1","45",5,1,0,0
"5447","3","2","3","1","90",5,1,0,0
"5448","0","2","0","2","45",17,1,1,1
"5449","2","1","1","2","45",20,0,0,0
"5450","1","1","1","1","135",17,1,1,1
"5451","1","2","1","0","45",11,1,0,0
"5452","2","0","2","0","45",14,1,1,1
"5453","2","1","2","1","0",8,1,1,1
"5454","2","2","1","2","0",11,0,1,0
"5455","1","0","1","0","45",3,1,1,1
"5456","1","2","1","0","135",17,1,0,0
"5457","2","1","2","1","45",3,1,1,1
"5458","1","0","1","0","90",5,1,1,1
"5459","1","2","1","1","45",11,1,0,0
"5460","0","1","0","1","90",5,1,1,1
"5461","0","1","0","1","0",14,1,1,1
"5462","0","1","0","0","90",17,1,0,0
"5463","1","1","1","0","45",11,1,0,0
"5464","1","2","1","1","90",11,1,0,0
"5465","1","0","1","1","45",8,1,0,0
"5466","0","1","0","1","0",8,1,1,1
"5467","1","1","1","1","135",11,1,1,1
"5468","2","1","2","1","135",5,1,1,1
"5469","2","0","1","1","0",11,0,0,0
"5470","0","0","0","1","90",11,1,0,0
"5471","2","1","2","1","45",3,1,1,1
"5472","0","1","0","0","45",14,1,0,0
"5473","1","1","1","1","45",5,1,1,1
"5474","2","2","2","1","90",3,1,0,0
"5475","0","1","0","1","135",3,1,1,1
"5476","0","1","0","1","0",5,1,1,1
"5477","1","3","1","2","45",3,1,0,0
"5478","1","1","1","1","135",5,1,1,1
"5479","2","0","2","0","0",11,1,1,1
"5480","3","3","3","1","90",14,1,0,0
"5481","1","0","1","1","0",17,1,0,0
"5482","1","1","1","0","135",17,1,0,0
"5483","0","0","0","1","90",8,1,0,0
"5484","1","3","1","1","90",14,1,0,0
"5485","0","3","0","0","90",20,1,0,0
"5486","2","0","2","0","45",17,1,1,1
"5487","2","2","0","2","0",11,0,1,0
"5488","1","1","1","1","45",17,1,1,1
"5489","1","1","1","2","45",8,1,0,0
"5490","2","1","2","1","45",5,1,1,1
"5491","1","1","1","1","135",5,1,1,1
"5492","0","0","1","0","45",14,0,1,0
"5493","1","2","1","1","45",17,1,0,0
"5494","0","3","0","1","135",14,1,0,0
"5495","2","1","2","1","0",8,1,1,1
"5496","2","1","2","2","135",8,1,0,0
"5497","0","0","0","1","45",5,1,0,0
"5498","3","0","3","0","135",3,1,1,1
"5499","2","1","2","0","90",20,1,0,0
"5500","1","1","1","1","0",5,1,1,1
"5501","2","1","2","1","90",5,1,1,1
"5502","0","1","0","1","90",5,1,1,1
"5503","1","0","1","1","90",11,1,0,0
"5504","0","2","0","1","135",20,1,0,0
"5505","1","1","1","0","0",5,1,0,0
"5506","1","1","1","1","135",3,1,1,1
"5507","0","1","0","1","45",8,1,1,1
"5508","0","0","1","0","0",20,0,1,0
"5509","2","1","2","0","90",14,1,0,0
"5510","1","1","1","1","135",14,1,1,1
"5511","2","1","2","1","90",11,1,1,1
"5512","2","2","2","2","90",3,1,1,1
"5513","1","0","1","0","90",14,1,1,1
"5514","1","1","1","1","135",14,1,1,1
"5515","2","1","2","1","135",11,1,1,1
"5516","0","0","0","0","45",3,1,1,1
"5517","1","1","1","1","45",11,1,1,1
"5518","1","3","0","3","0",8,0,1,0
"5519","0","1","0","1","135",8,1,1,1
"5520","1","1","1","1","135",11,1,1,1
"5521","0","3","0","2","135",8,1,0,0
"5522","2","0","2","0","45",3,1,1,1
"5523","2","2","1","2","0",3,0,1,0
"5524","2","1","2","1","90",20,1,1,1
"5525","3","2","3","1","90",20,1,0,0
"5526","1","0","1","1","135",11,1,0,0
"5527","0","1","0","1","45",3,1,1,1
"5528","2","0","2","1","90",11,1,0,0
"5529","1","2","1","2","90",3,1,1,1
"5530","2","0","2","0","0",3,1,1,1
"5531","0","1","0","1","135",11,1,1,1
"5532","1","1","1","0","90",5,1,0,0
"5533","0","1","0","0","90",14,1,0,0
"5534","2","1","2","1","90",11,1,1,1
"5535","0","0","0","1","135",8,1,0,0
"5536","1","2","1","1","0",3,1,0,0
"5537","2","0","2","1","45",14,1,0,0
"5538","3","0","3","0","135",11,1,1,1
"5539","0","1","0","1","135",14,1,1,1
"5540","1","2","1","2","0",5,1,1,1
"5541","2","1","2","2","0",20,1,0,0
"5542","0","2","0","1","90",5,1,0,0
"5543","1","1","1","1","135",11,1,1,1
"5544","2","0","2","1","0",11,1,0,0
"5545","1","2","1","1","135",20,1,0,0
"5546","1","0","1","1","0",14,1,0,0
"5547","1","1","1","2","135",5,1,0,0
"5548","1","0","1","0","135",8,1,1,1
"5549","3","0","3","1","0",20,1,0,0
"5550","2","2","2","1","90",11,1,0,0
"5551","0","0","0","0","135",5,1,1,1
"5552","1","3","1","1","90",11,1,0,0
"5553","1","0","1","1","135",8,1,0,0
"5554","1","0","1","0","45",5,1,1,1
"5555","0","1","0","1","0",11,1,1,1
"5556","0","0","0","1","0",17,1,0,0
"5557","1","0","1","1","45",11,1,0,0
"5558","0","2","0","2","135",5,1,1,1
"5559","1","1","1","1","45",17,1,1,1
"5560","1","0","1","1","90",8,1,0,0
"5561","0","1","0","1","90",11,1,1,1
"5562","1","3","1","3","45",3,1,1,1
"5563","1","0","1","2","90",17,1,0,0
"5564","1","1","1","1","45",11,1,1,1
"5565","1","0","1","2","0",20,1,0,0
"5566","1","2","1","2","45",5,1,1,1
"5567","1","0","1","0","90",8,1,1,1
"5568","0","4","0","1","90",20,1,0,0
"5569","1","0","1","1","45",14,1,0,0
"5570","0","0","0","0","0",8,1,1,1
"5571","0","1","0","0","135",20,1,0,0
"5572","2","1","2","1","135",14,1,1,1
"5573","1","0","1","0","45",8,1,1,1
"5574","1","2","1","0","0",20,1,0,0
"5575","1","2","0","3","0",17,0,0,0
"5576","0","0","0","0","135",3,1,1,1
"5577","1","2","1","0","90",17,1,0,0
"5578","2","1","2","1","45",8,1,1,1
"5579","2","0","2","0","0",11,1,1,1
"5580","2","1","2","1","135",20,1,1,1
"5581","1","1","1","1","135",11,1,1,1
"5582","0","1","0","1","0",3,1,1,1
"5583","3","2","3","1","0",14,1,0,0
"5584","0","3","0","1","0",17,1,0,0
"5585","2","1","1","1","0",11,0,1,0
"5586","1","1","1","1","90",5,1,1,1
"5587","1","0","1","0","0",14,1,1,1
"5588","0","2","0","1","0",8,1,0,0
"5589","2","3","2","3","135",3,1,1,1
"5590","1","1","1","2","135",17,1,0,0
"5591","2","0","2","0","45",5,1,1,1
"5592","1","0","1","0","0",20,1,1,1
"5593","1","0","1","1","0",20,1,0,0
"5594","1","1","1","2","0",17,1,0,0
"5595","2","2","2","1","90",11,1,0,0
"5596","1","0","1","0","135",17,1,1,1
"5597","3","1","3","1","90",5,1,1,1
"5598","0","0","0","1","0",20,1,0,0
"5599","3","2","2","1","45",17,0,0,0
"5600","0","1","0","1","45",3,1,1,1
"5601","0","1","0","1","90",20,1,1,1
"5602","1","1","1","1","45",8,1,1,1
"5603","0","2","0","2","0",14,1,1,1
"5604","2","1","2","1","45",17,1,1,1
"5605","1","0","1","1","45",17,1,0,0
"5606","1","0","1","1","90",17,1,0,0
"5607","0","1","0","1","45",5,1,1,1
"5608","2","1","2","0","90",14,1,0,0
"5609","1","1","1","0","45",20,1,0,0
"5610","2","1","2","1","0",5,1,1,1
"5611","1","0","1","0","135",3,1,1,1
"5612","1","1","1","0","45",8,1,0,0
"5613","3","1","3","1","90",5,1,1,1
"5614","0","1","0","1","45",8,1,1,1
"5615","1","1","1","1","90",20,1,1,1
"5616","1","1","1","1","135",14,1,1,1
"5617","2","1","2","1","135",5,1,1,1
"5618","0","1","0","1","45",14,1,1,1
"5619","3","1","3","1","45",3,1,1,1
"5620","1","1","1","1","0",17,1,1,1
"5621","0","1","0","1","0",14,1,1,1
"5622","1","1","1","1","90",20,1,1,1
"5623","0","0","0","0","45",17,1,1,1
"5624","1","2","1","0","135",20,1,0,0
"5625","0","2","0","2","135",3,1,1,1
"5626","0","0","0","1","135",17,1,0,0
"5627","0","1","0","1","45",8,1,1,1
"5628","0","3","0","1","90",8,1,0,0
"5629","1","1","1","2","90",3,1,0,0
"5630","2","1","2","1","90",14,1,1,1
"5631","0","1","0","2","135",3,1,0,0
"5632","0","1","0","1","0",8,1,1,1
"5633","0","1","0","1","90",3,1,1,1
"5634","2","2","2","2","0",3,1,1,1
"5635","1","2","1","1","0",14,1,0,0
"5636","1","0","1","1","0",8,1,0,0
"5637","1","1","1","1","135",3,1,1,1
"5638","1","1","1","1","90",11,1,1,1
"5639","2","0","2","1","90",17,1,0,0
"5640","0","2","0","2","0",20,1,1,1
"5641","2","1","2","1","135",11,1,1,1
"5642","2","3","2","3","45",3,1,1,1
"5643","2","0","1","0","135",3,0,1,0
"5644","0","2","0","1","45",3,1,0,0
"5645","1","1","0","1","90",20,0,1,0
"5646","1","0","1","0","90",20,1,1,1
"5647","2","1","1","1","90",3,0,1,0
"5648","0","0","0","1","90",5,1,0,0
"5649","1","1","1","0","0",20,1,0,0
"5650","2","1","2","1","135",8,1,1,1
"5651","0","1","0","1","45",5,1,1,1
"5652","0","1","0","1","0",11,1,1,1
"5653","0","2","0","1","90",17,1,0,0
"5654","0","2","0","1","45",14,1,0,0
"5655","0","1","0","1","0",17,1,1,1
"5656","1","1","0","1","0",8,0,1,0
"5657","1","1","1","1","0",14,1,1,1
"5658","1","0","1","0","45",20,1,1,1
"5659","3","0","2","0","0",3,0,1,0
"5660","0","1","0","1","135",17,1,1,1
"5661","0","0","0","0","0",17,1,1,1
"5662","0","2","0","2","0",8,1,1,1
"5663","1","0","1","1","45",14,1,0,0
"5664","1","0","1","1","135",20,1,0,0
"5665","0","2","0","1","90",17,1,0,0
"5666","2","0","2","1","45",3,1,0,0
"5667","2","0","2","0","135",8,1,1,1
"5668","1","0","1","0","45",17,1,1,1
"5669","1","1","1","2","0",5,1,0,0
"5670","0","1","0","1","45",17,1,1,1
"5671","0","1","0","1","0",8,1,1,1
"5672","0","1","0","1","90",3,1,1,1
"5673","1","2","1","1","90",17,1,0,0
"5674","1","1","1","1","135",8,1,1,1
"5675","0","0","0","0","90",3,1,1,1
"5676","0","2","0","3","45",5,1,0,0
"5677","1","0","1","1","90",8,1,0,0
"5678","0","1","0","1","45",14,1,1,1
"5679","1","0","1","1","90",14,1,0,0
"5680","0","0","0","0","135",3,1,1,1
"5681","1","1","1","1","0",17,1,1,1
"5682","0","2","0","1","0",14,1,0,0
"5683","1","0","1","1","45",14,1,0,0
"5684","2","1","0","1","135",20,0,1,0
"5685","1","1","1","1","0",8,1,1,1
"5686","0","1","0","1","45",8,1,1,1
"5687","1","1","1","1","90",11,1,1,1
"5688","0","1","0","1","45",20,1,1,1
"5689","0","0","0","0","135",3,1,1,1
"5690","1","1","1","1","0",20,1,1,1
"5691","1","1","1","0","0",17,1,0,0
"5692","0","1","0","1","45",17,1,1,1
"5693","2","0","2","1","45",8,1,0,0
"5694","1","2","1","1","135",14,1,0,0
"5695","0","0","0","0","45",5,1,1,1
"5696","1","0","2","1","90",11,0,0,0
"5697","2","1","0","1","45",20,0,1,0
"5698","0","1","1","1","0",14,0,1,0
"5699","1","1","1","1","45",8,1,1,1
"5700","1","1","1","1","135",11,1,1,1
"5701","0","1","1","1","0",17,0,1,0
"5702","1","2","1","1","135",11,1,0,0
"5703","0","1","0","1","135",5,1,1,1
"5704","1","1","1","1","45",14,1,1,1
"5705","1","1","1","1","0",5,1,1,1
"5706","1","1","1","2","90",17,1,0,0
"5707","1","0","1","0","90",5,1,1,1
"5708","0","2","0","0","45",20,1,0,0
"5709","1","0","1","1","135",14,1,0,0
"5710","1","0","1","1","135",5,1,0,0
"5711","0","2","1","1","0",17,0,0,0
"5712","1","2","1","2","45",8,1,1,1
"5713","1","0","1","0","0",20,1,1,1
"5714","2","0","2","1","135",5,1,0,0
"5715","2","1","2","1","90",11,1,1,1
"5716","0","0","1","0","45",8,0,1,0
"5717","0","1","1","1","90",17,0,1,0
"5718","1","2","1","2","45",20,1,1,1
"5719","1","2","1","1","90",8,1,0,0
"5720","1","1","1","1","135",17,1,1,1
"5721","0","1","1","0","90",20,0,0,0
"5722","1","1","1","0","0",14,1,0,0
"5723","0","0","0","0","0",3,1,1,1
"5724","1","1","2","1","45",14,0,1,0
"5725","0","1","1","0","90",5,0,0,0
"5726","3","1","3","1","45",14,1,1,1
"5727","0","0","1","0","0",14,0,1,0
"5728","1","1","1","1","135",17,1,1,1
"5729","0","2","1","2","0",14,0,1,0
"5730","1","0","1","0","90",8,1,1,1
"5731","3","0","3","1","135",3,1,0,0
"5732","1","2","2","1","135",17,0,0,0
"5733","1","2","1","2","135",14,1,1,1
"5734","1","1","0","1","90",20,0,1,0
"5735","1","2","1","2","135",11,1,1,1
"5736","1","1","1","0","90",8,1,0,0
"5737","1","0","1","0","135",5,1,1,1
"5738","1","0","1","0","45",14,1,1,1
"5739","2","1","3","1","135",8,0,1,0
"5740","2","1","2","1","135",14,1,1,1
"5741","0","1","0","1","0",20,1,1,1
"5742","1","2","1","1","135",11,1,0,0
"5743","0","1","0","1","135",8,1,1,1
"5744","0","2","0","1","135",17,1,0,0
"5745","1","1","0","0","90",20,0,0,0
"5746","1","1","0","1","0",3,0,1,0
"5747","0","0","0","0","45",11,1,1,1
"5748","1","1","1","1","90",3,1,1,1
"5749","1","2","1","2","90",5,1,1,1
"5750","3","0","3","0","0",3,1,1,1
"5751","1","1","1","1","45",5,1,1,1
"5752","1","0","1","1","0",14,1,0,0
"5753","0","2","1","2","90",11,0,1,0
"5754","0","1","0","1","135",11,1,1,1
"5755","1","1","2","0","135",20,0,0,0
"5756","2","0","2","0","45",5,1,1,1
"5757","1","0","1","0","45",11,1,1,1
"5758","2","0","2","2","0",17,1,0,0
"5759","3","2","2","2","0",14,0,1,0
"5760","0","2","1","0","90",3,0,0,0
"5761","1","1","1","1","45",5,1,1,1
"5762","2","1","1","1","0",8,0,1,0
"5763","2","1","2","1","135",8,1,1,1
"5764","3","1","1","2","0",17,0,0,0
"5765","1","0","1","0","135",3,1,1,1
"5766","1","2","0","2","135",20,0,1,0
"5767","1","0","2","0","0",20,0,1,0
"5768","0","1","0","1","135",11,1,1,1
"5769","2","0","2","1","90",3,1,0,0
"5770","1","1","1","1","90",3,1,1,1
"5771","1","0","2","0","135",20,0,1,0
"5772","2","3","1","2","0",20,0,0,0
"5773","1","0","1","1","90",8,1,0,0
"5774","1","1","2","2","0",20,0,0,0
"5775","1","1","1","1","45",5,1,1,1
"5776","1","0","1","0","45",5,1,1,1
"5777","1","2","1","2","90",14,1,1,1
"5778","0","1","2","1","0",20,0,1,0
"5779","0","2","1","0","90",17,0,0,0
"5780","2","3","2","2","135",11,1,0,0
"5781","2","0","2","0","45",5,1,1,1
"5782","3","2","3","2","90",5,1,1,1
"5783","0","2","2","0","45",17,0,0,0
"5784","2","1","1","1","45",20,0,1,0
"5785","1","1","1","0","135",17,1,0,0
"5786","1","2","2","1","45",11,0,0,0
"5787","2","0","2","0","45",14,1,1,1
"5788","2","1","2","1","0",8,1,1,1
"5789","2","2","2","2","0",11,1,1,1
"5790","1","0","1","0","45",3,1,1,1
"5791","1","2","1","2","135",17,1,1,1
"5792","2","1","2","1","45",3,1,1,1
"5793","1","0","1","0","90",5,1,1,1
"5794","1","2","1","1","45",11,1,0,0
"5795","0","1","0","1","90",5,1,1,1
"5796","0","1","0","1","0",14,1,1,1
"5797","0","1","0","1","90",17,1,1,1
"5798","1","1","1","1","45",11,1,1,1
"5799","1","2","1","2","90",11,1,1,1
