"","Observador","Porcentaje","Sesion"
"1075","nga",100,"Sesion 6"
"1076","nga",100,"Sesion 6"
"1077","nga",75,"Sesion 6"
"1078","nga",100,"Sesion 6"
"1079","nga",100,"Sesion 6"
"1080","nga",75,"Sesion 6"
"1081","nga",75,"Sesion 6"
"1082","nga",100,"Sesion 6"
"1083","nga",100,"Sesion 6"
"1084","nga",100,"Sesion 6"
"1085","nga",100,"Sesion 6"
"1086","nga",100,"Sesion 6"
"1087","nga",100,"Sesion 6"
"1088","nga",100,"Sesion 6"
"1089","nga",75,"Sesion 6"
"1090","nga",100,"Sesion 6"
"1091","nga",75,"Sesion 6"
"1092","nga",75,"Sesion 6"
"1093","nga",100,"Sesion 6"
"1094","nga",100,"Sesion 6"
"1095","nga",100,"Sesion 6"
"1096","nga",100,"Sesion 6"
"1097","nga",75,"Sesion 6"
"1098","nga",75,"Sesion 6"
"1099","nga",100,"Sesion 6"
"1100","nga",100,"Sesion 6"
"1101","nga",100,"Sesion 6"
"1102","nga",100,"Sesion 6"
"1103","nga",100,"Sesion 6"
"1104","nga",100,"Sesion 6"
"1105","nga",100,"Sesion 6"
"1106","nga",100,"Sesion 6"
"1107","nga",75,"Sesion 6"
"1108","nga",100,"Sesion 6"
"1109","nga",75,"Sesion 6"
"1110","nga",50,"Sesion 6"
"1111","nga",50,"Sesion 6"
"1112","nga",100,"Sesion 6"
"1113","nga",100,"Sesion 6"
"1114","nga",100,"Sesion 6"
"1115","nga",75,"Sesion 6"
"1116","nga",100,"Sesion 6"
"1117","nga",100,"Sesion 6"
"1118","nga",75,"Sesion 6"
"1119","nga",100,"Sesion 6"
"1120","nga",100,"Sesion 6"
"1121","nga",100,"Sesion 6"
"1122","nga",100,"Sesion 6"
"1123","nga",75,"Sesion 6"
"1124","nga",100,"Sesion 6"
"1125","nga",50,"Sesion 6"
"1126","nga",100,"Sesion 6"
"1127","nga",75,"Sesion 6"
"1128","nga",100,"Sesion 6"
"1129","nga",100,"Sesion 6"
"1130","nga",100,"Sesion 6"
"1131","nga",100,"Sesion 6"
"1132","nga",100,"Sesion 6"
"1133","nga",75,"Sesion 6"
"1134","nga",100,"Sesion 6"
"1135","nga",100,"Sesion 6"
"1136","nga",100,"Sesion 6"
"1137","nga",100,"Sesion 6"
"1138","nga",100,"Sesion 6"
"1139","nga",75,"Sesion 6"
"1140","nga",100,"Sesion 6"
"1141","nga",100,"Sesion 6"
"1142","nga",75,"Sesion 6"
"1143","nga",100,"Sesion 6"
"1144","nga",100,"Sesion 6"
"1145","nga",50,"Sesion 6"
"1146","nga",100,"Sesion 6"
"1147","nga",100,"Sesion 6"
"1148","nga",100,"Sesion 6"
"1149","nga",100,"Sesion 6"
"1150","nga",100,"Sesion 6"
"1151","nga",75,"Sesion 6"
"1152","nga",100,"Sesion 6"
"1153","nga",100,"Sesion 6"
"1154","nga",100,"Sesion 6"
"1155","nga",75,"Sesion 6"
"1156","nga",100,"Sesion 6"
"1157","nga",75,"Sesion 6"
"1158","nga",75,"Sesion 6"
"1159","nga",75,"Sesion 6"
"1160","nga",100,"Sesion 6"
"1161","nga",100,"Sesion 6"
"1162","nga",100,"Sesion 6"
"1163","nga",75,"Sesion 6"
"1164","nga",100,"Sesion 6"
"1165","nga",75,"Sesion 6"
"1166","nga",100,"Sesion 6"
"1167","nga",100,"Sesion 6"
"1168","nga",75,"Sesion 6"
"1169","nga",75,"Sesion 6"
"1170","nga",100,"Sesion 6"
"1171","nga",75,"Sesion 6"
"1172","nga",100,"Sesion 6"
"1173","nga",100,"Sesion 6"
"1174","nga",100,"Sesion 6"
"1175","nga",100,"Sesion 6"
"1176","nga",100,"Sesion 6"
"1177","nga",100,"Sesion 6"
"1178","nga",100,"Sesion 6"
"1179","nga",100,"Sesion 6"
"1180","nga",75,"Sesion 6"
"1181","nga",100,"Sesion 6"
"1182","nga",100,"Sesion 6"
"1183","nga",100,"Sesion 6"
"1184","nga",75,"Sesion 6"
"1185","nga",100,"Sesion 6"
"1186","nga",100,"Sesion 6"
"1187","nga",100,"Sesion 6"
"1188","nga",100,"Sesion 6"
"1189","nga",100,"Sesion 6"
"1190","nga",100,"Sesion 6"
"1191","nga",25,"Sesion 6"
"1192","nga",100,"Sesion 6"
"1193","nga",75,"Sesion 6"
"1194","nga",100,"Sesion 6"
"1195","nga",75,"Sesion 6"
"1196","nga",100,"Sesion 6"
"1197","nga",100,"Sesion 6"
"1198","nga",100,"Sesion 6"
"1199","nga",100,"Sesion 6"
"1200","nga",100,"Sesion 6"
